cgpa,coding_score,internships_count,attendance_percentage,projects_count,communication_score,branch,selected_skills_count,placed
9.17,744,0,97,1,48,cse,3,0
8.85,898,0,98,3,48,ece,4,0
8.09,817,1,100,0,93,cse,6,1
6.43,297,1,96,0,95,eee,5,0
7.2,681,2,83,5,52,ece,3,1
6.35,831,1,86,3,100,eee,6,1
5.51,624,1,58,0,87,mech,8,0
7.36,444,1,73,2,51,mech,0,0
8.93,216,3,77,2,81,ece,7,1
9.39,638,3,72,1,70,ece,7,0
5.58,390,3,79,1,100,civil,8,0
6.15,424,2,88,2,84,cse,4,0
7.82,467,3,56,0,76,cse,3,0
6.63,400,1,95,3,73,cse,2,0
6.97,856,3,91,2,40,mech,3,1
8.8,888,3,71,5,91,eee,3,1
8.51,766,2,61,3,70,civil,3,0
6.96,494,2,85,1,74,eee,7,1
9.81,166,0,61,4,97,ece,3,0
5.7,628,3,89,5,44,cse,8,1
6.11,905,1,68,2,46,cse,4,1
8.14,273,2,96,4,96,mech,3,1
9.66,776,0,60,2,90,civil,8,0
9.72,396,0,85,5,57,civil,2,0
8.63,156,3,68,3,96,eee,1,1
8.12,739,2,55,3,84,eee,5,0
8.0,318,0,61,5,76,cse,4,1
9.2,389,0,66,1,92,ece,3,1
7.57,827,3,69,4,48,cse,1,0
8.76,525,2,98,3,49,cse,2,1
5.53,533,0,89,1,83,mech,1,1
6.21,224,1,81,0,67,ece,2,0
7.84,718,2,83,1,93,civil,8,0
6.47,609,3,66,4,93,mech,4,1
8.23,901,0,67,3,58,mech,8,1
5.91,745,0,99,1,97,cse,3,0
7.9,265,3,80,5,77,ece,0,1
7.93,387,1,70,0,72,civil,8,0
6.59,715,0,76,4,74,cse,4,1
7.97,332,0,82,3,94,ece,2,0
6.49,801,0,88,1,79,mech,1,0
8.35,232,2,84,1,83,eee,5,1
8.94,948,0,97,5,41,cse,1,1
8.91,802,0,60,5,52,mech,1,1
9.52,813,2,58,5,87,civil,0,1
9.95,470,3,98,0,90,civil,4,0
6.67,237,1,93,5,76,civil,7,1
7.85,936,0,64,1,92,eee,8,0
5.69,538,3,57,4,67,mech,0,1
5.72,827,2,70,3,62,eee,1,1
7.82,692,1,80,3,76,cse,3,1
9.09,673,1,75,2,82,cse,5,1
6.27,740,3,57,4,85,cse,7,1
6.44,570,3,94,2,90,cse,8,1
5.79,424,0,62,3,56,civil,1,0
9.62,906,0,71,5,86,eee,2,1
7.63,404,1,79,5,88,ece,8,0
7.3,398,1,98,0,49,mech,4,0
7.85,810,2,81,2,50,cse,3,0
8.9,283,2,88,3,53,cse,4,0
6.63,623,0,79,2,100,mech,2,1
8.88,925,2,57,1,65,ece,5,1
8.57,450,1,56,5,45,mech,6,1
9.06,447,0,69,5,46,eee,3,0
7.75,332,2,76,5,48,mech,0,0
7.03,446,0,73,1,53,ece,3,0
9.21,348,2,92,2,96,cse,6,0
9.13,254,0,61,5,78,mech,8,0
9.45,276,0,93,1,55,civil,1,0
6.39,371,1,80,5,60,ece,0,0
9.35,890,0,60,4,88,civil,7,0
6.97,548,0,84,4,94,mech,8,0
7.86,158,0,66,1,92,cse,0,0
7.01,574,0,90,1,93,civil,8,0
6.6,536,2,85,5,84,mech,4,0
9.2,760,0,81,0,96,civil,3,1
8.24,504,1,58,0,59,civil,1,0
9.42,804,2,61,4,58,ece,3,1
7.65,177,1,81,1,50,ece,3,0
7.78,225,1,83,2,61,eee,6,1
6.65,187,2,63,4,74,mech,0,0
8.34,946,2,70,3,99,mech,6,1
9.06,197,0,62,5,48,mech,0,0
9.75,206,1,78,3,65,civil,1,0
8.93,545,1,98,3,44,eee,3,1
6.29,373,2,76,2,43,mech,8,0
7.46,261,3,95,3,67,civil,2,0
9.93,420,2,57,0,55,eee,8,1
7.88,608,1,76,2,55,mech,8,0
7.88,567,0,68,1,81,eee,1,1
8.5,612,0,93,0,72,eee,1,0
6.79,336,0,100,3,56,civil,2,0
8.19,736,3,94,4,91,mech,4,0
8.39,927,3,60,4,58,ece,8,0
8.11,802,1,64,2,76,cse,4,1
7.75,467,1,66,1,46,ece,3,1
6.14,590,3,91,4,100,cse,6,0
5.6,721,3,64,3,80,cse,7,0
9.88,181,3,66,5,53,eee,8,0
8.76,682,1,75,5,82,civil,5,0
9.54,682,1,97,4,88,cse,4,0
9.54,567,0,64,5,76,civil,6,1
7.97,300,3,92,2,74,ece,6,0
5.92,713,3,91,3,62,mech,1,0
6.47,725,3,82,0,83,ece,3,0
6.91,494,0,71,1,89,eee,6,0
6.58,941,2,87,2,80,cse,0,0
6.24,920,1,55,0,82,civil,6,0
9.58,548,0,58,0,93,mech,8,1
5.87,347,2,56,0,100,cse,6,0
8.25,435,0,73,5,78,cse,5,1
7.34,331,1,92,3,81,mech,2,1
7.16,802,2,72,0,97,mech,7,1
6.77,316,0,100,3,96,ece,6,0
7.35,283,1,77,0,75,cse,7,0
9.22,543,0,65,4,84,civil,1,0
6.69,556,2,59,1,52,ece,7,1
9.72,471,2,100,1,52,eee,6,1
7.95,231,3,55,1,94,ece,1,1
6.24,538,0,69,3,55,civil,5,1
7.73,737,2,79,0,52,ece,7,1
8.51,453,2,71,4,43,ece,5,1
9.39,451,0,61,3,57,eee,0,1
6.42,406,0,80,3,74,cse,2,0
8.83,661,1,66,0,40,ece,1,0
9.52,753,1,61,5,52,eee,8,0
7.39,736,2,86,5,83,civil,7,1
7.42,387,1,62,4,51,civil,5,0
7.02,736,3,56,3,90,civil,8,0
7.43,847,0,84,3,84,cse,6,0
7.73,564,1,55,2,88,cse,6,0
5.88,325,1,69,5,62,eee,2,1
7.27,825,2,55,2,74,mech,1,0
7.32,303,0,88,5,89,ece,1,0
6.12,731,3,84,4,42,civil,8,0
6.71,590,2,89,0,100,ece,2,0
5.67,488,0,93,5,86,ece,8,0
8.74,883,2,87,2,81,ece,4,0
7.02,903,0,96,0,58,eee,7,0
7.78,919,0,99,5,68,cse,5,0
6.56,707,3,83,3,70,ece,8,0
8.46,176,3,72,3,89,cse,1,0
8.49,622,3,94,4,71,mech,8,1
8.31,596,3,100,1,93,ece,5,1
6.38,917,0,96,4,60,civil,0,0
6.34,790,1,78,0,84,eee,0,0
9.41,923,3,79,5,79,eee,7,1
5.64,277,1,72,4,51,eee,5,0
6.32,686,3,84,4,65,ece,2,1
9.17,451,1,95,1,80,ece,8,0
9.31,550,1,67,4,97,civil,1,1
6.24,231,2,66,4,88,eee,7,1
9.75,548,1,91,1,65,civil,3,0
6.5,692,2,61,1,95,civil,1,0
7.26,524,0,96,3,73,eee,6,0
8.01,166,2,86,5,58,eee,3,1
6.88,788,0,98,4,92,civil,1,0
6.01,642,3,65,0,52,civil,5,0
6.71,188,0,78,1,65,eee,1,0
7.54,484,2,67,0,53,ece,5,0
6.47,579,3,88,0,55,mech,7,0
5.71,785,2,64,5,95,cse,4,0
9.07,186,2,66,3,64,civil,8,0
6.05,755,3,90,0,78,ece,7,1
7.12,390,2,80,1,96,ece,5,0
9.61,944,3,81,0,60,civil,8,1
8.89,701,3,72,2,95,ece,2,1
7.02,495,2,89,5,61,civil,6,0
9.08,474,2,66,4,48,eee,1,0
9.16,588,2,56,1,99,cse,0,1
9.11,531,1,92,5,96,ece,1,0
6.09,268,2,75,0,53,cse,5,0
5.65,358,3,90,5,51,cse,4,1
9.33,687,3,79,4,79,mech,2,1
9.33,377,3,83,5,90,mech,4,1
6.17,156,1,78,4,87,ece,5,0
9.77,221,1,66,5,74,cse,2,1
5.78,354,1,96,0,80,eee,1,1
8.82,242,1,81,2,71,ece,3,0
7.58,174,1,85,3,73,cse,7,1
6.31,508,3,84,2,56,eee,8,0
7.68,538,1,91,0,60,ece,1,0
8.99,835,3,79,5,75,ece,1,1
7.97,336,3,62,5,70,ece,1,1
6.47,603,1,91,5,77,ece,0,1
6.28,740,1,81,1,46,mech,5,0
8.13,805,2,70,4,75,ece,3,0
6.96,522,1,91,4,53,eee,8,0
6.7,275,3,96,3,87,mech,3,1
7.27,403,0,91,2,56,eee,7,0
8.76,334,3,93,4,68,cse,2,1
7.48,315,0,76,1,82,civil,7,0
9.6,886,0,68,3,85,eee,2,1
8.01,681,1,63,1,41,cse,2,0
7.29,893,0,90,1,51,cse,0,1
7.99,771,3,88,4,72,civil,7,1
6.45,907,2,97,4,62,ece,3,0
7.27,212,0,67,0,57,eee,3,0
8.4,736,2,62,3,44,eee,2,0
9.42,734,0,56,1,81,civil,2,0
8.78,750,2,97,0,45,eee,3,1
8.44,902,1,58,4,92,ece,0,0
9.96,234,1,98,4,71,cse,1,1
5.72,304,1,62,1,50,cse,7,0
8.89,292,0,62,4,89,cse,1,1
7.31,282,1,57,0,79,cse,7,1
7.04,910,3,70,1,99,civil,3,1
8.07,591,3,76,1,74,cse,2,1
9.45,458,0,64,2,51,cse,1,1
9.05,849,3,95,4,48,eee,0,1
6.97,287,1,93,2,64,ece,0,0
8.16,867,2,77,5,64,cse,0,0
6.47,832,2,63,5,77,mech,0,0
6.53,614,0,64,2,52,mech,5,0
7.93,546,2,63,1,94,cse,4,0
9.5,947,1,56,1,70,cse,6,1
8.26,640,1,90,3,57,cse,2,1
5.78,886,0,82,3,95,civil,0,0
6.08,438,0,76,2,56,ece,0,0
8.7,442,0,70,0,47,cse,5,0
7.32,658,3,78,3,97,eee,1,1
8.16,947,2,78,2,67,ece,3,1
9.29,290,2,84,3,40,cse,0,1
8.96,676,0,57,1,41,mech,8,1
7.52,432,0,86,1,67,civil,0,0
7.83,894,2,83,0,49,civil,0,0
5.99,500,0,84,0,52,civil,0,0
5.96,205,3,100,1,61,cse,0,0
6.79,693,2,86,2,52,mech,2,1
6.38,167,3,66,2,74,civil,5,0
8.67,760,2,86,0,53,cse,8,1
6.4,837,1,93,3,50,mech,4,0
9.5,597,1,60,2,77,cse,8,1
6.12,636,0,57,0,57,mech,6,0
6.9,488,0,59,0,43,mech,7,0
6.06,408,0,56,5,81,eee,3,0
9.74,219,2,91,0,60,ece,1,1
6.27,411,0,92,2,81,civil,7,0
7.28,770,3,95,1,81,cse,3,1
7.48,273,3,79,4,75,eee,1,1
7.22,251,1,68,3,58,cse,7,0
6.7,388,1,75,3,51,ece,8,0
8.18,746,0,94,3,91,cse,1,0
9.6,319,3,97,1,41,ece,7,1
7.57,703,1,61,0,66,cse,2,0
8.47,795,2,61,4,100,cse,3,1
8.66,779,3,64,0,45,mech,0,0
7.92,790,2,97,4,41,cse,8,0
9.52,461,1,65,0,68,eee,8,0
9.67,734,3,87,2,68,cse,8,1
9.15,415,0,81,3,60,mech,1,0
6.31,343,3,91,0,59,civil,6,1
8.42,236,1,87,3,83,civil,4,0
8.2,583,1,84,5,88,mech,7,0
5.73,194,2,69,5,47,eee,1,0
7.41,513,3,57,3,97,civil,3,1
6.78,857,1,76,5,64,eee,1,0
7.57,824,3,66,2,80,cse,6,0
6.77,774,3,79,4,55,eee,6,1
7.54,469,1,59,3,40,ece,8,1
7.24,313,2,92,1,92,mech,4,0
6.06,664,1,72,4,65,civil,8,1
5.68,596,1,71,3,70,ece,8,0
8.09,585,0,94,0,45,eee,1,1
9.23,750,1,77,5,88,civil,2,0
9.43,881,3,61,1,53,mech,6,0
7.04,404,0,71,2,75,civil,1,0
9.01,867,0,65,2,98,eee,4,1
6.68,781,0,82,2,81,cse,3,0
6.73,730,3,80,0,70,mech,1,0
6.07,414,0,89,4,98,cse,6,0
7.98,249,2,60,3,57,mech,8,0
5.97,381,2,94,1,98,mech,6,0
7.96,781,1,99,4,65,civil,8,1
9.69,540,2,99,0,60,eee,4,0
9.12,200,0,62,4,48,civil,2,1
8.59,639,2,70,5,99,mech,0,1
5.82,230,3,98,5,43,ece,8,0
8.0,554,1,81,2,55,mech,2,1
8.11,485,2,93,0,64,mech,0,1
8.17,816,2,63,2,73,civil,4,1
6.82,535,3,98,2,90,civil,6,1
7.35,484,3,71,1,40,eee,5,1
7.14,924,3,76,4,97,cse,7,1
6.89,476,1,67,4,91,civil,0,0
6.59,528,2,80,3,90,ece,2,0
7.01,446,0,61,3,80,eee,5,1
5.74,861,3,65,1,47,ece,2,1
9.83,612,3,85,5,82,mech,4,1
8.94,777,0,79,0,46,cse,2,1
9.93,244,2,87,2,74,civil,6,0
5.53,699,0,61,3,77,civil,6,0
7.73,722,1,67,0,51,civil,5,0
9.04,163,2,83,1,85,mech,4,0
8.37,585,0,64,5,47,ece,0,1
6.63,903,3,76,1,67,eee,6,0
7.9,622,2,95,1,63,eee,8,1
6.08,837,1,87,2,96,eee,5,0
9.91,424,0,57,5,100,mech,4,1
7.15,817,3,76,5,49,ece,1,1
9.75,307,3,73,4,79,mech,1,1
9.56,557,1,70,5,58,ece,7,1
6.36,718,3,98,1,92,cse,7,1
5.56,705,0,59,4,90,mech,3,0
6.65,881,1,57,3,78,ece,5,0
7.76,298,2,94,1,61,ece,4,1
9.36,866,0,87,0,85,mech,7,1
6.79,218,3,77,1,57,eee,4,0
9.8,417,2,82,0,92,civil,3,0
9.46,854,0,85,4,79,ece,7,1
7.99,165,2,70,5,78,cse,2,0
9.82,674,2,89,5,64,civil,6,0
7.87,945,1,99,4,43,eee,5,1
8.66,640,0,72,3,83,ece,4,1
5.66,241,3,100,2,51,eee,2,0
9.24,814,1,92,3,50,civil,3,1
9.07,304,0,96,5,75,mech,0,1
9.18,730,1,66,4,95,civil,0,0
8.01,367,1,64,0,42,cse,0,1
6.29,152,0,59,5,73,mech,7,0
6.02,180,3,100,3,47,cse,8,1
6.83,531,3,60,2,43,ece,8,1
6.94,399,0,92,4,88,cse,7,1
9.02,934,1,67,2,59,mech,5,0
9.06,185,0,67,5,89,cse,7,0
7.32,336,0,78,2,100,eee,6,0
5.84,170,0,82,3,97,mech,6,0
5.83,812,3,78,2,95,cse,1,0
9.51,380,2,55,3,74,eee,1,1
9.18,755,2,94,3,42,civil,0,1
8.03,349,3,81,4,52,eee,8,1
7.9,731,3,65,3,78,mech,0,1
7.93,721,0,85,4,83,mech,1,1
7.17,755,3,66,2,69,cse,7,0
5.61,758,1,63,0,100,cse,2,0
8.66,517,3,95,4,76,civil,2,1
6.86,230,0,91,2,99,ece,1,0
7.13,672,2,62,3,71,mech,4,0
8.52,291,3,73,3,78,ece,1,1
8.53,810,1,72,0,78,civil,6,0
7.46,331,1,64,4,100,mech,5,0
5.84,204,2,78,2,98,ece,1,0
7.06,450,2,86,0,60,mech,8,1
9.3,294,1,78,3,93,cse,0,0
5.72,797,3,69,5,97,eee,6,1
5.74,325,1,63,2,94,mech,2,0
9.64,775,2,72,0,43,cse,7,1
9.75,679,1,65,5,56,mech,3,1
9.97,224,3,89,2,40,mech,1,1
7.08,725,0,60,0,76,eee,0,0
9.3,261,0,75,1,67,cse,0,0
6.52,601,0,91,1,52,cse,0,0
9.14,757,2,98,0,40,mech,4,0
9.23,819,0,87,4,90,eee,8,1
8.65,382,1,91,4,69,mech,8,1
9.39,572,2,63,4,56,eee,7,0
7.36,900,0,94,5,72,ece,7,1
6.9,701,0,68,5,89,cse,0,1
5.7,510,3,69,5,51,cse,7,0
6.46,895,2,83,2,73,ece,5,0
6.18,692,0,80,2,74,mech,0,0
7.52,752,1,100,2,97,eee,8,1
7.96,331,2,69,3,98,eee,6,0
7.93,488,2,58,3,92,mech,4,0
7.27,609,2,77,0,63,mech,2,1
6.32,159,0,89,2,97,eee,1,1
8.33,466,0,97,4,46,ece,1,0
9.99,623,3,61,4,83,cse,2,1
6.83,605,3,58,5,84,ece,2,0
7.33,785,2,69,2,92,eee,1,0
9.99,234,1,66,3,97,eee,5,0
5.77,311,3,99,0,45,eee,1,0
9.38,337,2,96,5,83,civil,4,1
9.51,497,0,83,2,42,mech,1,0
8.67,282,3,93,4,43,eee,5,1
9.61,832,0,58,0,65,eee,3,0
8.98,162,1,99,4,47,cse,4,1
9.72,369,3,57,4,79,eee,1,1
6.85,778,0,69,5,61,civil,2,0
7.12,928,1,78,5,76,eee,2,1
7.25,184,0,81,3,76,civil,0,0
7.29,588,0,59,4,64,mech,7,1
9.0,397,3,87,2,84,ece,3,1
8.07,445,2,92,5,63,ece,0,1
7.71,536,1,76,2,40,ece,2,0
9.23,224,3,68,3,60,eee,2,0
6.33,258,3,89,2,51,civil,0,0
8.48,736,1,69,1,59,eee,1,1
8.82,182,0,96,3,93,cse,5,1
8.37,703,3,87,2,55,cse,2,0
6.02,543,3,83,1,90,ece,0,1
8.55,617,2,91,4,90,civil,7,1
8.05,340,0,65,4,87,civil,6,0
7.28,386,1,81,5,91,ece,0,0
6.14,528,2,88,1,44,eee,7,0
9.5,861,1,55,3,47,cse,5,0
6.52,919,0,66,1,67,ece,1,0
8.24,826,1,59,2,98,civil,1,0
9.59,890,0,98,2,76,cse,6,1
6.0,597,1,89,2,61,civil,8,1
8.15,470,3,99,3,50,cse,6,1
5.7,201,2,70,3,74,civil,3,1
9.91,773,1,87,4,70,ece,8,1
9.83,468,0,97,0,72,ece,2,0
7.65,151,0,66,4,53,civil,4,0
8.31,384,1,97,1,43,eee,1,1
7.69,435,1,63,5,95,civil,1,1
9.88,518,1,99,0,83,ece,0,1
8.35,201,2,100,5,49,ece,2,1
7.48,517,1,99,0,55,eee,3,1
9.0,283,0,81,2,96,cse,6,1
6.39,848,0,77,5,90,civil,3,0
7.48,620,2,80,4,46,civil,8,1
8.96,850,0,96,1,78,cse,6,1
9.16,910,0,85,2,64,civil,0,0
6.22,917,1,62,0,56,ece,8,0
5.8,546,3,65,1,76,cse,3,0
7.39,164,0,78,3,75,eee,6,0
9.58,621,0,79,1,84,mech,2,1
7.8,553,2,78,0,59,civil,4,0
9.02,457,0,83,3,65,ece,4,0
6.35,380,3,77,0,59,civil,6,1
6.35,322,3,63,3,96,cse,1,1
6.16,371,3,97,1,98,eee,8,0
6.7,304,0,98,4,94,civil,0,0
7.72,758,0,94,3,49,ece,4,0
8.7,823,3,71,1,52,civil,5,0
9.49,887,2,84,1,96,eee,0,1
6.56,401,2,67,0,91,ece,1,1
9.26,834,3,80,0,63,eee,5,0
9.0,549,2,86,2,90,mech,6,1
9.53,424,2,67,2,55,mech,5,0
9.96,427,3,79,5,78,civil,6,0
5.79,363,2,63,0,51,eee,4,0
7.91,158,2,94,2,72,cse,5,1
7.3,296,2,78,4,64,mech,4,0
6.32,395,0,84,2,48,ece,5,0
8.15,271,2,66,3,47,eee,0,0
9.79,816,1,70,1,100,mech,1,1
6.93,466,1,100,0,68,civil,6,1
8.97,381,0,98,0,41,civil,1,0
7.89,514,1,64,0,45,eee,8,0
9.62,720,2,75,1,53,eee,4,1
6.29,667,3,71,2,94,mech,0,1
6.37,317,0,99,4,66,eee,2,1
7.5,613,1,91,3,65,eee,6,1
7.61,264,2,58,5,92,cse,5,0
9.16,699,0,56,2,60,civil,0,1
9.64,645,1,63,0,59,ece,5,1
9.31,349,0,82,0,78,eee,3,0
8.62,276,1,80,4,91,cse,7,0
9.59,353,0,67,3,79,eee,5,0
7.83,550,1,56,4,81,ece,7,0
7.05,886,2,94,2,92,ece,3,1
6.18,859,3,69,5,79,ece,8,0
6.28,444,2,85,5,84,ece,5,1
6.52,587,0,87,2,42,mech,6,1
5.72,620,0,87,1,64,civil,7,0
6.04,667,1,67,3,42,cse,0,0
6.2,252,2,96,4,54,civil,8,0
6.32,241,3,97,5,67,eee,8,0
9.01,639,1,75,3,88,eee,2,1
9.91,371,1,64,1,98,civil,0,0
8.89,449,2,64,2,75,civil,2,0
8.49,851,1,66,5,62,mech,0,1
9.19,782,2,68,2,81,cse,6,1
9.54,889,3,70,0,94,cse,8,1
7.29,653,2,61,1,40,mech,5,1
8.02,462,0,96,4,60,ece,0,0
5.82,943,3,66,3,82,cse,8,0
8.49,384,3,97,2,64,cse,5,0
9.06,196,2,75,2,76,cse,2,0
8.47,527,0,82,5,57,cse,1,0
9.63,500,2,82,2,41,civil,1,1
7.19,366,2,83,4,71,eee,2,1
9.12,290,0,71,1,67,ece,0,1
9.4,658,0,63,5,82,cse,2,1
9.73,735,1,100,3,97,civil,6,1
8.05,614,3,57,4,73,mech,3,1
7.42,645,1,60,4,89,ece,2,0
7.25,932,0,84,2,84,civil,8,0
7.64,707,3,77,1,93,ece,4,1
8.21,795,3,76,2,52,cse,8,1
9.04,802,2,66,1,47,ece,0,1
8.14,510,0,77,3,91,mech,4,0
8.03,617,2,85,0,85,cse,0,1
9.86,625,3,74,2,74,mech,7,1
8.08,757,3,74,0,66,ece,6,0
7.42,184,2,76,0,41,mech,3,0
8.65,631,1,57,4,87,mech,4,0
8.27,625,3,60,0,96,civil,5,1
8.63,378,2,68,0,84,eee,7,0
6.31,508,0,65,4,50,mech,6,0
7.42,390,0,75,4,58,civil,8,0
8.94,776,3,77,2,66,mech,3,1
6.99,418,2,69,2,85,eee,1,0
6.87,274,3,91,4,77,ece,3,0
9.75,414,2,92,3,58,ece,4,0
6.69,688,1,64,1,43,civil,5,0
6.08,890,3,68,4,82,civil,8,0
9.7,252,1,65,0,40,civil,7,1
8.61,267,3,57,3,60,eee,8,1
6.79,876,3,78,2,70,civil,2,0
6.07,400,0,57,2,57,civil,6,0
7.22,215,1,94,1,76,cse,0,1
8.82,514,0,63,0,53,mech,5,0
9.39,691,3,67,2,77,eee,7,0
8.0,590,0,91,4,53,cse,4,0
7.99,343,2,99,2,65,mech,3,1
6.5,705,2,58,1,58,ece,3,0
